,ein,strein,name,sub_name,city,state,ntee_code,raw_ntee_code,subseccd,has_subseccd,have_filings,have_extracts,have_pdfs,score
33,526057249,52-6057249,UNITED STEELWORKERS,UNITED STEELWORKERS ,BALTIMORE,MD,,,5,True,,,,18.944218
34,520748834,52-0748834,UNITED STEELWORKERS,UNITED STEELWORKERS ,BALTIMORE,MD,,,5,True,,,,18.944218
35,521828504,52-1828504,UNITING FOR LIFE INCORPORATED,UNITING FOR LIFE INCORPORATED,BALTIMORE,MD,P45Z,P45Z,3,True,,,,18.944218
36,821887302,82-1887302,UNITY TABERNACLE OF GOD INC,UNITY TABERNACLE OF GOD INC,BALTIMORE,MD,X21,X21,3,True,,,,18.944218
37,205392427,20-5392427,UNIVERSITY CONSORTIUM FOR CATHOLICEDUCATION,UNIVERSITY CONSORTIUM FOR CATHOLICEDUCATION,BALTIMORE,MD,B03,B03,3,True,,,,18.944218
38,521726248,52-1726248,UNIVERSITY OF MARYLAND DERMATOLOGISTS P A,UNIVERSITY OF MARYLAND DERMATOLOGISTS P A,BALTIMORE,MD,E31Z,E31Z,3,True,,,,18.944218
39,521136675,52-1136675,UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS P A,UNIVERSITY OF MARYLAND DIAGNOSTIC IMAGING SPECIALISTS P A ,BALTIMORE,MD,,,3,True,,,,18.944218
40,521182593,52-1182593,UNIVERSITY OF MARYLAND PEDIATRIC AS SOCIATES P A,UNIVERSITY OF MARYLAND PEDIATRIC AS SOCIATES P A,BALTIMORE,MD,G98Z,G98Z,3,True,,,,18.944218
41,521266476,52-1266476,UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES P A,UNIVERSITY OF MARYLAND RADIATION ONCOLOGY ASSOCIATES P A,BALTIMORE,MD,,,3,True,,,,18.944218
42,812728741,81-2728741,UNLIMITED BLESSINGS FOUNDATION INC,UNLIMITED BLESSINGS FOUNDATION INC,BALTIMORE,MD,P20,P20,3,True,,,,18.944218
43,851992686,85-1992686,UNMATCHED ATHLETE CORPORATION,UNMATCHED ATHLETE CORPORATION,BALTIMORE,MD,N01,N01,3,True,,,,18.944218
44,831702378,83-1702378,UPC WESTSIDE CDC,UPC WESTSIDE CDC,BALTIMORE,MD,L99,L99,3,True,,,,18.944218
45,521181617,52-1181617,UPPER ROOM PRAYER GARDEN INC,UPPER ROOM PRAYER GARDEN INC,BALTIMORE,MD,,,3,True,,,,18.944218
46,842079272,84-2079272,US HELPING US,US HELPING US,BALTIMORE,MD,,,3,True,,,,18.944218
47,742696464,74-2696464,VAJRADHATU,VAJRADHATU ,BALTIMORE,MD,,,3,True,,,,18.944218
48,270741042,27-0741042,VEGAN LIVING PROGRAM,VEGAN LIVING PROGRAM,BALTIMORE,MD,D01,D01,3,True,,,,18.944218
49,844093784,84-4093784,VERIFY THE SOURCE,VERIFY THE SOURCE,BALTIMORE,MD,M01,M01,3,True,,,,18.944218
50,521819220,52-1819220,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY DEPT OF MD,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY DEPT OF MD ,BALTIMORE,MD,,,19,True,,,,18.944218
51,526070982,52-6070982,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MARYLAND,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MARYLAND ,BALTIMORE,MD,,,19,True,,,,18.944218
52,824843428,82-4843428,VETERANSVILLE INC,VETERANSVILLE INC,BALTIMORE,MD,W30,W30,3,True,,,,18.944218
53,813680935,81-3680935,VETLINKS INC,VETLINKS INC,BALTIMORE,MD,W30,W30,3,True,,,,18.944218
54,473181922,47-3181922,VICTORIES IN CHRIST JESUS INC,VICTORIES IN CHRIST JESUS INC,BALTIMORE,MD,P20,P20,3,True,,,,18.944218
55,300291075,30-0291075,VICTORIOUS LIFE WORSHIP CENTER MINISTRIES INC NFP,VICTORIOUS LIFE WORSHIP CENTER MINISTRIES INC NFP,BALTIMORE,MD,X20,X20,3,True,,,,18.944218
56,830751922,83-0751922,VICTORIOUS PRODUCTIONS INC,VICTORIOUS PRODUCTIONS INC ,BALTIMORE,MD,A25,A25,3,True,,,,18.944218
57,931327517,93-1327517,VIKING PUMP DISTRIBUTORS ASSOCIATION,VIKING PUMP DISTRIBUTORS ASSOCIATION,BALTIMORE,MD,S41,S41,6,True,,,,18.944218
58,522109848,52-2109848,VILLAGE LEARNING PLACE INC,VILLAGE LEARNING PLACE INC,BALTIMORE,MD,B70,B70,3,True,,,,18.944218
59,320217401,32-0217401,VILLAGE UPLIFT,VILLAGE UPLIFT,BALTIMORE,MD,G41,G41,3,True,,,,18.944218
60,874043907,87-4043907,VIRTUOUS LADIES UNSTOPPABLE LLC,VIRTUOUS LADIES UNSTOPPABLE LLC ,BALTIMORE,MD,P20,P20,3,True,,,,18.944218
61,830870769,83-0870769,VISION MISSION USA CORP,VISION MISSION USA CORP,BALTIMORE,MD,G41,G41,3,True,,,,18.944218
62,822235033,82-2235033,VISION2CHANGE INCORPORATED,VISION2CHANGE INCORPORATED,BALTIMORE,MD,P12,P12,3,True,,,,18.944218
63,474050322,47-4050322,VOLOSOV FAMILY FOUNDATION,VOLOSOV FAMILY FOUNDATION,BALTIMORE,MD,T20,T20,3,True,,,,18.944218
64,812452999,81-2452999,VOLUNTEERING UNTAPPED INC,VOLUNTEERING UNTAPPED INC ,BALTIMORE,MD,T40,T40,3,True,,,,18.944218
65,371641497,37-1641497,WALBROOK OUTREACH RESOURCE DEVELOPMENT CORPORATION,WALBROOK OUTREACH RESOURCE DEVELOPMENT CORPORATION,BALTIMORE,MD,B60,B60,3,True,,,,18.944218
66,521194738,52-1194738,WALTERS ART MUSEUM FOUNDATION INC,WALTERS ART MUSEUM FOUNDATION INC,BALTIMORE,MD,A19,A19,3,True,,,,18.944218
67,526048847,52-6048847,WAREHOUSE EMPLOYEES-570 TRUST FUND,WAREHOUSE EMPLOYEES-570 TRUST FUND,BALTIMORE,MD,,,9,True,,,,18.944218
68,853555207,85-3555207,WASAFIRI COMMUNITY OUTREACH INC,WASAFIRI COMMUNITY OUTREACH INC,BALTIMORE,MD,,,3,True,,,,18.944218
69,821784371,82-1784371,WAWARULES FOUNDATION INC,WAWARULES FOUNDATION INC,BALTIMORE,MD,B12,B12,3,True,,,,18.944218
70,461988876,46-1988876,WAYWARD FOUNDATION INC,WAYWARD FOUNDATION INC,BALTIMORE,MD,X20,X20,3,True,,,,18.944218
71,833904509,83-3904509,WE RISE A NONPROFIT CORPORATION,WE RISE A NONPROFIT CORPORATION,BALTIMORE,MD,L25,L25,3,True,,,,18.944218
72,815457164,81-5457164,WE THE PEOPLE ARE COMING INC,WE THE PEOPLE ARE COMING INC,BALTIMORE,MD,P01,P01,3,True,,,,18.944218
73,834427792,83-4427792,WEARABLE TECH VENTURES INC,WEARABLE TECH VENTURES INC,BALTIMORE,MD,U01,U01,3,True,,,,18.944218
74,800350007,80-0350007,WEBB GROUP INC EDUCATIONAL LEARNING CENTER,WEBB GROUP INC EDUCATIONAL LEARNING CENTER ,BALTIMORE,MD,B99,B99,3,True,,,,18.944218
75,475617215,47-5617215,WEBEN RECYCLING PROJECT INCORPORATED,WEBEN RECYCLING PROJECT INCORPORATED,BALTIMORE,MD,,,3,True,,,,18.944218
76,593398308,59-3398308,WEST COAST NEONATOLOGY INC,WEST COAST NEONATOLOGY INC,BALTIMORE,MD,,,3,True,,,,18.944218
77,521585621,52-1585621,WESTERN HIGH SCHOOL ALUMNAE ASSOCIATION INC,WESTERN HIGH SCHOOL ALUMNAE ASSOCIATION INC,BALTIMORE,MD,,,3,True,,,,18.944218
78,521323534,52-1323534,WESTGATE COMMUNITY ASSOCIATION INC,WESTGATE COMMUNITY ASSOCIATION INC,BALTIMORE,MD,B90,B90,3,True,,,,18.944218
79,521136897,52-1136897,WESTMINSTER PRESERVATION TRUST INCORPORATED,WESTMINSTER PRESERVATION TRUST INCORPORATED,BALTIMORE,MD,A82Z,A82Z,3,True,,,,18.944218
80,454708747,45-4708747,WHITE AISLE FOUNDATION INC,WHITE AISLE FOUNDATION INC,BALTIMORE,MD,H12,H12,3,True,,,,18.944218
81,462842055,46-2842055,WHITING-TURNER FOUNDATION INC,WHITING-TURNER FOUNDATION INC,BALTIMORE,MD,T21,T21,3,True,,,,18.944218
82,461627445,46-1627445,WIKI PROJECT MED FOUNDATION INC,WIKI PROJECT MED FOUNDATION INC,BALTIMORE,MD,B60,B60,3,True,,,,18.944218
83,521379150,52-1379150,WILDWOOD PARKWAY UNITED METHODIST CHURCH,WILDWOOD PARKWAY UNITED METHODIST CHURCH,BALTIMORE,MD,,,3,True,,,,18.944218
84,521857755,52-1857755,WILLIAM AND IRENE WEINBERG FAMILY FOUNDATION INC,WILLIAM AND IRENE WEINBERG FAMILY FOUNDATION INC,BALTIMORE,MD,,,3,True,,,,18.944218
85,237363320,23-7363320,WILSON PARK CHRISTIAN COMMUNITY CHURCH INC,WILSON PARK CHRISTIAN COMMUNITY CHURCH INC,BALTIMORE,MD,,,3,True,,,,18.944218
86,237064127,23-7064127,WINDSOR HILLS NEIGHBORS INC,WINDSOR HILLS NEIGHBORS INC,BALTIMORE,MD,S31,S31,3,True,,,,18.944218
87,820956858,82-0956858,WOLASKY FAMILY FOUNDATION INC,WOLASKY FAMILY FOUNDATION INC,BALTIMORE,MD,T11,T11,3,True,,,,18.944218
88,611590003,61-1590003,WOMAN 4 PURPOSE MINISTRIES INC,WOMAN 4 PURPOSE MINISTRIES INC ,BALTIMORE,MD,,,3,True,,,,18.944218
89,521169333,52-1169333,WOMANS CLUB OF DUNDALK,WOMANS CLUB OF DUNDALK,BALTIMORE,MD,S81,S81,3,True,,,,18.944218
90,520781462,52-0781462,WOMANS CLUB OF TOWSON INCORPORATED,WOMANS CLUB OF TOWSON INCORPORATED,BALTIMORE,MD,,,7,True,,,,18.944218
91,710916438,71-0916438,WOMEN IN TRANSITION INC,WOMEN IN TRANSITION INC,BALTIMORE,MD,P73,P73,3,True,,,,18.944218
92,522299070,52-2299070,WOODBOURNE WOODS INC,WOODBOURNE WOODS INC,BALTIMORE,MD,P75,P75,3,True,,,,18.944218
93,526046195,52-6046195,WOODLAWN VOLUNTEER FIRE COMPANY,WOODLAWN VOLUNTEER FIRE COMPANY,BALTIMORE,MD,M24,M24,3,True,,,,18.944218
94,522168843,52-2168843,WORD ALIVE CHRISTIAN FELLOWSHIP INC,WORD ALIVE CHRISTIAN FELLOWSHIP INC,BALTIMORE,MD,X20,X20,3,True,,,,18.944218
95,202599431,20-2599431,WORD AND TRUTH TABERNACLE,WORD AND TRUTH TABERNACLE,BALTIMORE,MD,X21,X21,3,True,,,,18.944218
96,520909349,52-0909349,WORD OF FAITH TABERNACLES INC,WORD OF FAITH TABERNACLES INC,BALTIMORE,MD,,,3,True,,,,18.944218
97,520853700,52-0853700,WORD OF GOD CHURCH AND MINISTRIES,WORD OF GOD CHURCH AND MINISTRIES,BALTIMORE,MD,,,3,True,,,,18.944218
98,521957378,52-1957378,WORLD ASSEMBLIES OF RESTORATION INC,WORLD ASSEMBLIES OF RESTORATION INC,BALTIMORE,MD,X20Z,X20Z,3,True,,,,18.944218
99,475311258,47-5311258,WOUNDED WARRIORS DAY ON THE BAY INC,WOUNDED WARRIORS DAY ON THE BAY INC,BALTIMORE,MD,W30,W30,19,True,,,,18.944218
0,900705411,90-0705411,WOW,WOW,BALTIMORE,MD,X30,X30,3,True,,,,19.278454
1,454779133,45-4779133,WYLIE FOUNDATION,WYLIE FOUNDATION,BALTIMORE,MD,G193,G193,3,True,,,,19.278454
2,521483210,52-1483210,XAVERIAN BROTHERS,XAVERIAN BROTHERS,BALTIMORE,MD,,,3,True,,,,19.278454
3,461654141,46-1654141,YESHIVAS TIFERES SHLOMO INC,YESHIVAS TIFERES SHLOMO INC,BALTIMORE,MD,X30,X30,3,True,,,,19.278454
4,815457693,81-5457693,YOLT FOUNDATION INC,YOLT FOUNDATION INC,BALTIMORE,MD,G12,G12,3,True,,,,19.278454
5,320551391,32-0551391,YOUNG ALLIANCE OF HOPE INC,YOUNG ALLIANCE OF HOPE INC ,BALTIMORE,MD,B01,B01,3,True,,,,19.278454
6,452432904,45-2432904,YOUTH AS RESOURCES INC,YOUTH AS RESOURCES INC,BALTIMORE,MD,O51,O51,3,True,,,,19.278454
7,830598386,83-0598386,ZINUK INC,ZINUK INC,BALTIMORE,MD,T20,T20,3,True,,,,19.278454
8,800857679,80-0857679,ZOTUNG BAPTIST CHURCH,ZOTUNG BAPTIST CHURCH,BALTIMORE,MD,,,3,True,,,,19.278454
9,521730939,52-1730939,100 BLACK MEN OF MARYLAND INC,100 BLACK MEN OF MARYLAND INC,BALTIMORE,MD,S800,S800,3,True,,,,19.104507
10,271333313,27-1333313,18 W READ ST INC,18 W READ ST INC,BALTIMORE,MD,L22,L22,3,True,,,,19.104507
11,843583468,84-3583468,1C9 LEADERSHIP FOUNDATION INC,1C9 LEADERSHIP FOUNDATION INC,BALTIMORE,MD,P20,P20,3,True,,,,19.104507
12,272161295,27-2161295,2301 N CHARLES ST INC,2301 N CHARLES ST INC,BALTIMORE,MD,L21,L21,3,True,,,,19.104507
13,526047732,52-6047732,29TH DIVISION ASSOCIATION INC,29TH DIVISION ASSOCIATION INC ,BALTIMORE,MD,,,4,True,,,,19.104507
14,853140009,85-3140009,29TH STREET COMMUNITY CENTER INC,29TH STREET COMMUNITY CENTER INC,BALTIMORE,MD,P20,P20,3,True,,,,19.104507
15,460574452,46-0574452,4227 FREDERICK AVE INC,4227 FREDERICK AVE INC,BALTIMORE,MD,L21,L21,3,True,,,,19.104507
16,901096768,90-1096768,4660138 ENERGY TOASTMASTERS,4660138 ENERGY TOASTMASTERS,BALTIMORE,MD,,,3,True,,,,19.104507
17,43607400,04-3607400,A NEW FAITH COMMUNITY,A NEW FAITH COMMUNITY,BALTIMORE,MD,X20,X20,3,True,,,,19.104507
18,852363923,85-2363923,A STEP IN THE RIGHT DIRECTION INC,A STEP IN THE RIGHT DIRECTION INC,BALTIMORE,MD,P20,P20,3,True,,,,19.104507
19,815144255,81-5144255,A STEPPING STONE FOUNDATION INC,A STEPPING STONE FOUNDATION INC,BALTIMORE,MD,J22,J22,3,True,,,,19.104507
20,811249340,81-1249340,ABUNDANT FAITH CHURCH INC,ABUNDANT FAITH CHURCH INC,BALTIMORE,MD,X20,X20,3,True,,,,19.104507
21,861519411,86-1519411,ABYDOS INC,ABYDOS INC,BALTIMORE,MD,T30,T30,3,True,,,,19.104507
22,853973597,85-3973597,ACROSS JORDON MINISTRIES & WORSHIP CENTER INC,ACROSS JORDON MINISTRIES & WORSHIP CENTER INC,BALTIMORE,MD,P20,P20,3,True,,,,19.104507
23,262090910,26-2090910,ACTS 4YOUTH INCORPORATED,ACTS 4YOUTH INCORPORATED,BALTIMORE,MD,O50,O50,3,True,,,,19.104507
24,812138530,81-2138530,ADDISON FOUNDATION INC,ADDISON FOUNDATION INC,BALTIMORE,MD,L40,L40,3,True,,,,19.104507
25,371538839,37-1538839,ADHD COACHES ORGANIZATION INC,ADHD COACHES ORGANIZATION INC,BALTIMORE,MD,,,0,False,,,,19.104507
26,872049847,87-2049847,ADULTS FIGHTING FOR YOUTH,ADULTS FIGHTING FOR YOUTH,BALTIMORE,MD,B01,B01,3,True,,,,19.104507
27,521555895,52-1555895,ADVOCATES FOR CHILDREN & YOUTH INC,ADVOCATES FOR CHILDREN & YOUTH INC,BALTIMORE,MD,P34Z,P34Z,3,True,,,,19.104507
28,472526913,47-2526913,AFNOVA INC,AFNOVA INC,BALTIMORE,MD,T22,T22,3,True,,,,19.104507
29,263561318,26-3561318,AFRICAN EDUCATION FUND,AFRICAN EDUCATION FUND,BALTIMORE,MD,Q33,Q33,3,True,,,,19.104507
30,911749921,91-1749921,AFRO-AMERICAN HISTORICAL & GENEALOGICAL SOCIETY,AFRO-AMERICAN HISTORICAL & GENEALOGICAL SOCIETY ,BALTIMORE,MD,,,3,True,,,,19.104507
31,272677394,27-2677394,AFYA FOUNDATION FOR CHILDRENS HEALTH INC,AFYA FOUNDATION FOR CHILDRENS HEALTH INC,BALTIMORE,MD,E05,E05,3,True,,,,19.104507
32,521476809,52-1476809,AGAPE CHRISTIAN BAPTIST CHURCH,AGAPE CHRISTIAN BAPTIST CHURCH,BALTIMORE,MD,,,3,True,,,,19.104507
33,842389476,84-2389476,AGAPE YOUTH FOUNDATION INC,AGAPE YOUTH FOUNDATION INC,BALTIMORE,MD,B80,B80,3,True,,,,19.104507
34,824355905,82-4355905,AKIRAH VISION,AKIRAH VISION,BALTIMORE,MD,P70,P70,3,True,,,,19.104507
35,364730403,36-4730403,AKOBEN FOUNDATION INC,AKOBEN FOUNDATION INC,BALTIMORE,MD,W99,W99,3,True,,,,19.104507
36,521672007,52-1672007,ALHAMBRA MINORITY AFTERCARE REHABILITATION CENTER INC,ALHAMBRA MINORITY AFTERCARE REHABILITATION CENTER INC,BALTIMORE,MD,,,3,True,,,,19.104507
37,10738255,01-0738255,ALIVE AGAIN BAPTIST MINISTRIES,ALIVE AGAIN BAPTIST MINISTRIES,BALTIMORE,MD,X21,X21,3,True,,,,19.104507
38,592481740,59-2481740,ALL CHILDRENS HEALTH SYSTEM INC,ALL CHILDRENS HEALTH SYSTEM INC,BALTIMORE,MD,E210,E210,3,True,,,,19.104507
39,592481742,59-2481742,ALL CHILDRENS RESEARCH INSTITUTE INC,ALL CHILDRENS RESEARCH INSTITUTE INC,BALTIMORE,MD,E050,E050,3,True,,,,19.104507
40,311564518,31-1564518,ALL NEW SATELLITE BAPTIST CHURCH,ALL NEW SATELLITE BAPTIST CHURCH,BALTIMORE,MD,X21Z,X21Z,3,True,,,,19.104507
41,272879838,27-2879838,ALL SHEPHERD RESCUE OF THE UNITED STATES INC,ALL SHEPHERD RESCUE OF THE UNITED STATES INC ,BALTIMORE,MD,D20,D20,3,True,,,,19.104507
42,521370542,52-1370542,ALLEN CENTER BOARD INC,ALLEN CENTER BOARD INC,BALTIMORE,MD,,,3,True,,,,19.104507
43,526040247,52-6040247,ALPHA AND OMEGA PENTECOSTAL CHURCH OF AMERICA INC,ALPHA AND OMEGA PENTECOSTAL CHURCH OF AMERICA INC,BALTIMORE,MD,,,3,True,,,,19.104507
44,521928513,52-1928513,ALPHA NU OMEGA INC,ALPHA NU OMEGA INC,BALTIMORE,MD,B83,B83,10,True,,,,19.104507
45,475228835,47-5228835,ALUMNI OF MARYLAND SCHOOLS ARTS PROGRAMS,ALUMNI OF MARYLAND SCHOOLS ARTS PROGRAMS,BALTIMORE,MD,A01,A01,3,True,,,,19.104507
46,521994645,52-1994645,AMAZING GRACE EVANGELICAL LUTHERAN CHURCH,AMAZING GRACE EVANGELICAL LUTHERAN CHURCH,BALTIMORE,MD,,,3,True,,,,19.104507
47,473351465,47-3351465,AMERICAN EDUCATION OPPORTUNITIES INC,AMERICAN EDUCATION OPPORTUNITIES INC,BALTIMORE,MD,B90,B90,3,True,,,,19.104507
48,526068046,52-6068046,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS ,BALTIMORE,MD,,,5,True,,,,19.104507
49,521610891,52-1610891,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS,AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGS ,BALTIMORE,MD,,,5,True,,,,19.104507
50,461117385,46-1117385,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
51,522200693,52-2200693,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
52,526076003,52-6076003,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
53,526076005,52-6076005,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
54,521976654,52-1976654,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
55,521064230,52-1064230,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
56,521162860,52-1162860,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
57,521181746,52-1181746,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
58,521203888,52-1203888,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES ,BALTIMORE,MD,,,5,True,,,,19.104507
59,521240703,52-1240703,AMERICAN FEDERATION OF TEACHERS,AMERICAN FEDERATION OF TEACHERS ,BALTIMORE,MD,,,5,True,,,,19.104507
60,832721447,83-2721447,AMERICAN FRIENDS DARCHEI ISRAEL INC,AMERICAN FRIENDS DARCHEI ISRAEL INC,BALTIMORE,MD,X11,X11,3,True,,,,19.104507
61,261483669,26-1483669,AMERICAN FRIENDS OF YESHIVAS GEDOLAH MATISYAHU INC,AMERICAN FRIENDS OF YESHIVAS GEDOLAH MATISYAHU INC,BALTIMORE,MD,B82,B82,3,True,,,,19.104507
62,271701165,27-1701165,AMERICAN FRIENDS OF YESHIVAT ZICHRON SHLOMO INC,AMERICAN FRIENDS OF YESHIVAT ZICHRON SHLOMO INC,BALTIMORE,MD,Q122,Q122,3,True,,,,19.104507
63,521831069,52-1831069,AMERICAN INSTITUTE FOR URBAN PSYCHOLOGICAL STUDIES,AMERICAN INSTITUTE FOR URBAN PSYCHOLOGICAL STUDIES,BALTIMORE,MD,S20,S20,3,True,,,,19.104507
64,521600891,52-1600891,AMERICAN INSTITUTE OF GRAPHIC ARTS,AMERICAN INSTITUTE OF GRAPHIC ARTS ,BALTIMORE,MD,,,3,True,,,,19.104507
65,526064749,52-6064749,AMERICAN LEGION,AMERICAN LEGION ,BALTIMORE,MD,,,19,True,,,,19.104507
66,520741922,52-0741922,AMERICAN LEGION,AMERICAN LEGION ,BALTIMORE,MD,,,19,True,,,,19.104507
67,853196934,85-3196934,AMERICAN LEGION,AMERICAN LEGION ,BALTIMORE,MD,,,19,True,,,,19.104507
68,520965325,52-0965325,AMERICAN LEGION NORTHEASTERN 285,AMERICAN LEGION NORTHEASTERN 285,BALTIMORE,MD,,,19,True,,,,19.104507
69,264629677,26-4629677,AMERICAN PHARMACISTS ASSOCIATION ACADEMY OF STUDENT PHARMACISTS,AMERICAN PHARMACISTS ASSOCIATION ACADEMY OF STUDENT PHARMACISTS ,BALTIMORE,MD,,,6,True,,,,19.104507
70,520964452,52-0964452,AMERICAN POSTAL WORKERS ACCIDENT BENEFIT ASSOCIATION,AMERICAN POSTAL WORKERS ACCIDENT BENEFIT ASSOCIATION ,BALTIMORE,MD,,,9,True,,,,19.104507
71,203581202,20-3581202,AMERICAN RESTROOM ASSOCIATION INC,AMERICAN RESTROOM ASSOCIATION INC,BALTIMORE,MD,S20,S20,3,True,,,,19.104507
72,465455553,46-5455553,AMERICANS TAKE ACTION INC,AMERICANS TAKE ACTION INC,BALTIMORE,MD,R99,R99,4,True,,,,19.104507
73,453554837,45-3554837,AMICIMUSIC,AMICIMUSIC,BALTIMORE,MD,A68,A68,3,True,,,,19.104507
74,814922824,81-4922824,AN END TO IGNORANCE INC,AN END TO IGNORANCE INC,BALTIMORE,MD,,,3,True,,,,19.104507
75,815393250,81-5393250,AN OUNCE OF KIBOU,AN OUNCE OF KIBOU,BALTIMORE,MD,P50,P50,3,True,,,,19.104507
76,871060595,87-1060595,ANGELA GRACE DECARLO FOUNDATION A NETWORK OF GOOD EGGS,ANGELA GRACE DECARLO FOUNDATION A NETWORK OF GOOD EGGS,BALTIMORE,MD,T50,T50,3,True,,,,19.104507
77,270475032,27-0475032,ANGELS HELPING ANGELS INC,ANGELS HELPING ANGELS INC,BALTIMORE,MD,P12,P12,3,True,,,,19.104507
78,521951681,52-1951681,ANNIE E CASEY FOUNDATION,ANNIE E CASEY FOUNDATION,BALTIMORE,MD,T21,T21,3,True,,,,19.104507
79,272505444,27-2505444,ANOINTED TRINITY CHURCH OF GRACE & TRUTH,ANOINTED TRINITY CHURCH OF GRACE & TRUTH,BALTIMORE,MD,X20,X20,3,True,,,,19.104507
80,521402658,52-1402658,ANTIOCH CHRISTIAN CHURCH,ANTIOCH CHRISTIAN CHURCH,BALTIMORE,MD,,,3,True,,,,19.104507
81,20649804,02-0649804,ANTON SAMUEL FAMILY FOUNDATION INC,ANTON SAMUEL FAMILY FOUNDATION INC,BALTIMORE,MD,T22,T22,3,True,,,,19.104507
82,526062877,52-6062877,APOSTLE HOUSE OF GOD GATEWAY TO HEAVEN,APOSTLE HOUSE OF GOD GATEWAY TO HEAVEN,BALTIMORE,MD,,,3,True,,,,19.104507
83,521652366,52-1652366,APOSTOLIC CHRISTIAN COMMUNITY CHURCH INCORPORATED,APOSTOLIC CHRISTIAN COMMUNITY CHURCH INCORPORATED,BALTIMORE,MD,,,3,True,,,,19.104507
84,526057346,52-6057346,APOSTOLIC FULL GOSPEL MISSION INC,APOSTOLIC FULL GOSPEL MISSION INC,BALTIMORE,MD,,,3,True,,,,19.104507
85,521910968,52-1910968,ARABBER PRESERVATION SOCIETY INC,ARABBER PRESERVATION SOCIETY INC,BALTIMORE,MD,A23,A23,3,True,,,,19.104507
86,520888018,52-0888018,ARBUTUS BAPTIST CHURCH,ARBUTUS BAPTIST CHURCH,BALTIMORE,MD,,,3,True,,,,19.104507
87,237336424,23-7336424,ARENA PLAYERS INC,ARENA PLAYERS INC,BALTIMORE,MD,A03,A03,3,True,,,,19.104507
88,471356839,47-1356839,ARK OF THE COVENANT INC,ARK OF THE COVENANT INC ,BALTIMORE,MD,X21,X21,3,True,,,,19.104507
89,300752401,30-0752401,ARM FOUNDATION FOR REGENERATIVE MEDICINE EDUCATION & RESEARCH,ARM FOUNDATION FOR REGENERATIVE MEDICINE EDUCATION & RESEARCH,BALTIMORE,MD,G92,G92,3,True,,,,19.104507
90,824343272,82-4343272,ARMOUR INCORPORATION,ARMOUR INCORPORATION,BALTIMORE,MD,P99,P99,3,True,,,,19.104507
91,462086618,46-2086618,ARMS OF HOPE FAMILY CHURCH INC,ARMS OF HOPE FAMILY CHURCH INC,BALTIMORE,MD,X21,X21,3,True,,,,19.104507
92,852728151,85-2728151,AROSE FROM CONCRETE,AROSE FROM CONCRETE,BALTIMORE,MD,O52,O52,3,True,,,,19.104507
93,862389151,86-2389151,ARROWS PATH OF FIVE POINTS RECOVERY INC,ARROWS PATH OF FIVE POINTS RECOVERY INC,BALTIMORE,OH,F20,F20,3,True,,,,19.104507
